[ 0.          0.          0.02150974 -0.49556541],[ 2.726967   -0.71846529 -0.47723447 -1.64545006],[ 4.9404772   2.6912745   0.74555397 -1.58481402],[4.52968871 3.24632202 2.8307685  1.23974986]
[ 1.80202521 -0.52783992 -4.45890593 -5.00218464],[ 0.          0.          0.11002235 -0.68056488],[ 4.5598131  -0.95652576 -3.52753831 -5.02080119],[ 5.17234902  3.76216353  0.38875337 -2.41460651]
[-3.63428902 -0.95665857 -3.02004971 -4.57112902],[0. 0. 0. 0.],[-1.37028882 -2.0506025  -3.02958725 -3.1952335 ],[ 2.92667158 -0.84439971 -2.54419933 -4.77848367]
[-2.1359202  -2.10440331 -2.21661387 -3.18015619],[0. 0. 0. 0.],[ 0.         -1.07131509 -0.90667118 -0.87723873],[-2.08601532 -3.89908748 -5.20452412 -6.60440391]
[-0.82246347 -1.96226356 -1.73945829 -3.05682316],[ 4.2745853   2.05836156  1.86388928 -2.77173285],[ 0.3984526  -1.54032827 -2.45120201 -4.09582114],[ 5.03514756  3.51264831  0.84403241 -2.64562924]
[ 3.20774904  0.01408977 -4.70541991 -6.66564972],[ 0.65875529 -4.78419282 -4.14415349 -8.5507887 ],[-1.29275381 -2.11095199 -1.59354323 -2.37304636],[ 3.51280929  2.46450998 -0.23087728 -4.05611263]
[-4.37592183  0.05021728 -4.95537612 -6.73700857],[-3.76044136 -5.84930134 -6.77476006 -5.77385818],[-1.61174506 -0.85724437 -1.43954113 -0.6       ],[ 1.15860847 -0.92576402 -2.44280365 -6.45443074]
[-5.67495369 -5.7179727  -4.74359529 -7.46164145],[0. 0. 0. 0.],[0. 0. 0. 0.],[-4.01638801 -5.21741069 -5.93893046 -7.51381511]
[-0.5730666  -0.73867785 -1.35941751 -0.98101009],[-1.63605726  3.01839268 -0.70852857 -4.66995362],[-1.21976912 -1.2810559  -1.66544132 -1.65280377],[ 0.1190758  -4.2351624  -4.31144217 -7.88444837]
[-1.70428453 -4.73092498 -7.10508067 -9.12703054],[-3.0508143  -1.67785005 -3.98194239 -5.89946455],[ 0.    0.   -1.05 -0.6 ],[-1.08799054 -3.99928468 -6.20861344 -8.75797422]
[-4.03546565 -4.48433527 -5.41262046 -7.76152332],[ 0.         -0.51696524 -1.43188095  0.        ],[0. 0. 0. 0.],[-4.53427168 -5.71905667 -6.18916392 -9.06015666]
[-1.265      -1.8285     -1.49175754 -2.26276331],[0. 0. 0. 0.],[0. 0. 0. 0.],[-4.13229605 -3.66021433 -4.54744258 -5.72819462]
[ 0.          0.         -0.67937883  0.        ],[-3.80819578 -4.23478905 -0.51225823 -5.58034796],[0. 0. 0. 0.],[-3.81457125 -4.18099113 -4.25298258 -5.54981225]
[-3.66308496 -4.35155209 -6.46604644 -7.16852839],[-0.975      -1.98105776  0.         -0.59887684],[0. 0. 0. 0.],[-4.88062225 -4.78565554 -5.48915212 -8.06272267]
[-0.4        -1.23110282 -0.66670676 -1.71202991],[ 0.         -0.6157409  -0.64348351 -1.24979379],[0. 0. 0. 0.],[-3.71685458 -3.27813915 -3.62310252 -6.10229322]
[-0.5        -0.5        -0.76476149 -0.79419193],[0. 0. 0. 0.],[0. 0. 0. 0.],[-1.36069994 -0.56396632 -1.17074872 -1.65046778]
[-0.2         0.         -0.92977072 -0.91258443],[ 3.80279854  0.79941313 -0.98685373 -4.83787031],[ 1.76865994  1.6281557   1.01113201 -0.86738171],[ 1.26871327 -1.24082989 -2.99744691 -4.95844889]
[ 0.68430194 -2.4501909  -6.03557038 -8.47484039],[-0.73170245 -1.92330668 -1.15970125 -1.27625324],[ 4.5995218   2.99177664  0.32871652 -3.79703014],[ 3.24446051 -0.63838589 -3.69765648 -6.63911489]
[-4.13969696 -2.38706464 -3.77896588 -5.23085838],[-1.01159495 -0.57915665  0.          0.        ],[-0.82591137 -4.14986403 -4.97459613 -9.22544571],[-0.47282057 -4.1283671  -7.17517555 -9.16814305]
[-0.3        -0.4795595  -0.86162387 -1.26706008],[0. 0. 0. 0.],[-4.55690868 -4.73468245 -4.73684367 -7.77768687],[-3.45857709 -3.86025128 -5.17428641 -7.12798578]
[-0.04543513 -0.81339102 -1.65536788 -0.71785916],[ 3.57467766  1.81172827  0.80184292 -4.29802451],[ 1.45293548 -1.16677114 -4.90389855 -6.70417968],[ 0.19423944 -3.14707762 -5.42633489 -8.76834196]
[ 0.02517505 -2.7797244  -4.81877393 -7.3825053 ],[ 0.05364304 -4.08169079 -5.485434   -6.02036002],[-1.64446521 -3.96470417 -5.67101356 -6.76382438],[-0.79297226 -3.70827728 -5.5985725  -5.96578086]
[-4.59481867 -0.75911469 -4.6597518  -4.94492245],[-1.84019431 -1.16170557 -1.25844804 -1.626     ],[-1.47135039 -1.56714067 -1.94888425 -2.0634    ],[-1.25589131 -1.19475414 -1.94632658 -2.166     ]
[-0.6026     -1.14       -2.97068433 -1.42864883],[0. 0. 0. 0.],[-0.51910541  0.          0.         -0.6       ],[0. 0. 0. 0.]
[-1.54924162 -0.5344996   0.         -0.63484681],[-0.9886576   2.55097366 -1.93093356 -4.51363329],[-2.92876568 -4.30449547 -7.74214704 -8.732877  ],[-2.81735483 -5.75525717 -6.56720557 -6.61802633]
[-2.46168162 -1.84741285 -2.56904954 -2.17814529],[-3.91822277 -1.37950945 -3.81926964 -4.56236847],[-1.34883938 -1.07148328 -1.49354629 -1.14      ],[-0.90544943 -1.63066768 -0.50146008 -1.14      ]
[0. 0. 0. 0.],[-1.12107455 -0.58572967 -1.28508751 -0.6       ],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.         -1.19295272 -0.77577382  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.         -0.96098289  0.        ],[-6.36929237 -4.63573555 -0.13394498 -5.35820232],[0. 0. 0. 0.],[-1.50620256 -2.20699607 -1.86197169 -1.2690753 ]
[-1.07975209 -1.30302741 -1.70666467 -1.88594181],[-1.22952718 -0.7        -1.31091764 -1.18403715],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.         -0.75032436  0.         -0.63484681],[ 0.         -0.6        -0.47369895  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.         -0.6         0.         -0.71474529],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.         -0.3407338  -0.86030327 -0.61979441],[-2.01115389 -3.77537518 -4.78804872 -5.49632768],[ 0.99706301  4.22898387  3.1526423  -1.07553777],[-2.56412519 -3.87652953 -6.03740983 -6.86707278]
[-3.43298176 -6.94281839 -6.17427685 -5.64014984],[-0.75691332 -0.78709661  0.         -0.6       ],[-0.26464206  4.41600046 -0.76969872 -4.0859314 ],[-3.63050727 -3.70279886 -6.63200521 -8.58637658]
[-0.54758297 -2.77298652 -1.41564888 -1.55989893],[0. 0. 0. 0.],[-5.87019406 -1.84824495 -5.19276771 -8.84656382],[-2.49801982 -2.69490956 -6.28098817 -3.79707999]
[-0.6        -1.12299441 -0.81919852 -1.41496736],[0. 0. 0. 0.],[-5.88034934 -4.43392834 -6.49866347 -9.11836565],[-0.86289905 -0.994      -2.09566698 -1.98064162]
[-1.23083496 -0.67424517 -0.87969355 -0.6       ],[ 1.28864619 -2.02602889 -2.94018062 -6.51391887],[-3.79757893  0.04430471 -4.33597667 -6.77357459],[-3.44719765 -5.63527106 -6.82658264 -6.21577034]
[-2.00349473 -2.16467858 -1.82156387 -1.68633878],[-1.57934212 -1.46819499 -1.9348092  -2.0634    ],[-2.40262278 -1.91276046 -2.82839067 -5.57489484],[-1.62019022 -1.43003872 -1.72484491 -1.68369248]
[-0.54758297  0.         -0.96530135  0.        ],[ 0.    0.   -0.7  -1.33],[-0.5953642  -0.53025277 -1.06265079 -1.14      ],[-0.80671278  0.          0.          0.        ]
[-0.6         0.         -0.17137721 -1.28106583],[0. 0. 0. 0.],[0. 0. 0. 0.],[ 0.          0.         -0.89438751  0.        ]
[0. 0. 0. 0.],[-4.19586136  0.44824633 -1.88267225 -6.44204936],[-5.44287241 -3.60499863 -7.4969196  -9.13287653],[-1.18515687 -3.30868845 -2.22267555 -2.0634    ]
[-1.32711242 -2.51246687 -2.20134055 -1.56303988],[ 0.         -0.68874    -0.51534179 -0.645     ],[0. 0. 0. 0.],[ 0.   0.  -0.6  0. ]
[ 0.      0.     -0.8026  0.    ],[0. 0. 0. 0.],[ 0.   0.   0.  -0.7],[0. 0. 0. 0.]
[ 0.        -0.6       -0.8518574 -0.84634  ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-7.24752568 -4.65826901 -1.56336334 -6.77521613],[0. 0. 0. 0.],[ 0.         -1.61646312 -1.23223265  0.        ]
[ 0.          0.         -0.8026     -0.91277021],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.      0.     -0.6855 -0.7   ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.         -0.6357306  -0.75904533],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-0.94852246 -1.24164792 -1.96848898 -1.42268732],[-5.39268454 -3.40929891  0.14624116 -2.25561704],[0. 0. 0. 0.]
[-1.29315533 -2.79202831 -1.79148831 -3.75532216],[0. 0. 0. 0.],[-6.52166033 -3.68917551 -0.74204549 -5.00688989],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[-5.17036835 -5.74807462 -4.44989618 -8.47125304],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[-3.18007465 -3.28477374 -3.13531947 -3.0688278 ],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-3.6673233  -5.16496604 -5.93117726 -7.32477472],[-5.47975388 -5.37548039 -5.49068585 -7.42187208],[0. 0. 0. 0.]
[-1.36276296 -1.47733479 -0.73436823 -1.39714113],[ 0.          0.          0.         -0.71120089],[ 0.          0.          0.         -0.86923925],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[ 0.         -0.55876748  0.         -0.6       ],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-8.11129959 -3.35972427 -4.19848858 -7.65582349],[-2.93978396 -3.01055465 -4.91696166 -4.48071627],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.         -0.92003798 -0.7       ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-6.04912519 -6.71887833 -3.26959133 -7.03127816],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 0.     0.    -0.645 -0.6  ],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.   0.   0.  -0.7],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.       0.       0.      -1.47634],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.         -1.07587112 -0.73902905],[ 0.02947635 -0.51363285 -0.88605411 -2.35032035],[ 0.56688773 -2.27365138 -1.07029405 -3.10984183],[-1.46611683e+00  3.72648950e+00  8.44581869e-01  9.83591655e-04]
[-2.90496061 -3.86781919 -6.38831714 -4.52043549],[0. 0. 0. 0.],[-0.86106838 -3.27705251 -4.68552733 -5.2975567 ],[ 0.45762815  3.14754271  0.0570747  -1.80157522]
[-2.20903237 -2.449004   -2.49296885 -4.13108917],[0. 0. 0. 0.],[-2.17189985 -2.02667176 -2.01812537 -3.96999089],[-3.72243912  1.7715605  -2.81776466 -5.59016897]
[-0.91061826 -1.07183787 -0.45858117 -1.85673853],[0. 0. 0. 0.],[0. 0. 0. 0.],[-6.47859939 -3.49628165 -5.48010995 -7.12643253]
[-1.84326913 -1.3657042  -1.30338611 -1.39125185],[-0.67415511 -3.76043801 -5.64160925 -8.18582003],[-1.24002533 -1.09162054 -0.5980183  -1.75187524],[-1.89121751  4.25967412  0.39919871 -4.36104026]
[-3.82568936 -3.97257221 -7.33240096 -9.00525296],[-3.22264069 -6.00252307 -6.56890283 -5.89326825],[-1.19544378 -1.2119063  -2.2891408  -1.48391568],[-1.10921191  2.79778028 -0.99153867 -4.26285032]
[-5.9446583  -3.37893932 -7.67455042 -9.13760575],[-1.92134395 -2.43117627 -2.73104017 -2.73833723],[0. 0. 0. 0.],[-4.82274647  0.16869076 -2.44533696 -6.08067129]
[-4.09777072 -4.15178992 -4.15606451 -6.18806359],[0. 0. 0. 0.],[0. 0. 0. 0.],[-8.64171079 -3.38072068 -5.37817205 -7.64183451]
[ 0.          0.         -0.70939902  0.        ],[-3.67132188 -3.61198941 -4.43896798 -7.6227916 ],[-0.68636626  0.          0.         -0.71222319],[-4.05613399 -3.88472896 -3.46502469 -6.13558387]
[-3.94393483 -3.73954254 -6.38412606 -5.76244623],[-1.33179449 -1.40951384 -1.21430799 -3.38526737],[0. 0. 0. 0.],[-5.78232672 -2.01293882 -4.35542543 -9.01132418]
[-1.76937018 -1.67751754 -2.57200701 -1.46830264],[ 0.         0.         0.        -0.6438975],[-0.7  0.   0.   0. ],[-4.50721886 -4.21624167 -4.47628954 -5.01220501]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[-1.355      -1.63211538 -1.1957581  -0.9785758 ]
[0. 0. 0. 0.],[-2.77039801 -2.904274   -2.66750946 -3.06388503],[0. 0. 0. 0.],[-0.81941927 -1.08456334 -1.70596048 -1.93974198]
[-1.87562023 -1.78499352 -3.46079767 -1.87948973],[-0.6         0.          0.         -0.89216244],[0. 0. 0. 0.],[-6.38776728 -4.94278807 -6.71826642 -9.04827557]
[ 0.          0.          0.         -2.19824497],[-0.5  0.   0.   0. ],[0. 0. 0. 0.],[-1.355  0.     0.    -0.6  ]
[-0.6       -0.5       -0.9309576 -0.654    ],[0. 0. 0. 0.],[0. 0. 0. 0.],[-0.6         0.          0.         -0.91319294]
[0. 0. 0. 0.],[-3.32734628 -3.52776762 -3.28585314 -3.66037183],[ 2.33204239 -0.3853741  -3.13853534 -5.72847409],[-4.04731961 -0.09058728 -3.967778   -4.11503274]
[-3.7899443  -6.36652884 -6.78807603 -7.1888766 ],[-0.59452119 -1.490574   -1.28722686 -0.6       ],[ 0.58046342 -2.98621747 -3.56997758 -7.07953379],[-3.98352843  0.42866209 -4.93016179 -6.62644344]
[-2.13874241 -1.62545027 -1.29301112 -1.83550031],[0. 0. 0. 0.],[-4.41875815 -5.90542197 -5.71117712 -9.01702338],[-4.33865724 -4.38442467 -5.19585919 -4.52083424]
[-1.14       -1.14       -0.81521341 -0.95302404],[0. 0. 0. 0.],[-4.04395909 -3.91323791 -3.71636019 -5.26803904],[ 0.         -1.1803372  -0.99617054 -2.83972236]
[-0.99866261  0.         -0.41430112  0.        ],[-1.17193438 -3.10341202 -6.19922317 -9.0666054 ],[-1.68912459 -4.15436615 -7.25930624 -9.7345676 ],[-3.35671867 -3.53113275 -3.67590025 -6.00698645]
[-2.95166163 -2.98688651 -3.00484648 -3.34033341],[-0.75226974 -2.4941759  -0.76088456 -1.23059672],[-1.27784329 -1.08721788 -0.77245436 -2.17566717],[-2.96027874 -2.96944397 -4.18340129 -4.54318759]
[ 0.     0.    -0.645 -1.626],[ 0.  -0.7 -0.7 -0.7],[-1.32584303  0.          0.          0.        ],[-0.78739198  0.         -0.72816675  0.        ]
[-0.6         0.         -0.93703389 -0.69226167],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.         -0.68045526  0.        ],[-5.53968666 -1.50587892 -4.2563214  -8.9032193 ],[-3.33798507 -3.46934572 -6.09195866 -3.75528872],[-0.87826622 -1.248773   -0.83490662 -0.83490662]
[-1.33376775 -1.6094968  -1.53258565 -1.951     ],[-1.04       -0.40926254 -1.4880014  -1.626     ],[ 0.          0.         -0.95002053 -0.7       ],[ 0.          0.         -0.86587247  0.        ]
