[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[128.06731245 144.6748995  156.37614572 135.45770055],[ 26.25989574  46.41289059  88.57713593 129.99040628],[0. 0. 0. 0.]
[ 85.27117649 132.39297819  91.98888058  96.12731742],[ 66.650248    97.32462203 124.25515297  92.33562222],[ 6.49531225 15.81580872 39.93014621 85.08351611],[0. 0. 0. 0.]
[ 91.33523448 118.51608233 139.79484292 110.89126492],[ 2.62489567 43.36903666 11.18723548 10.89429711],[-0.08410161 -1.09164977  0.          1.12678763],[0. 0. 0. 0.]
[  8.9491221   41.75644784  79.78071049 102.20748066],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[113.96679493 139.34752812 158.79683408 123.75735212],[ 1.61308577 46.71530118 16.31988327 20.62833229],[0. 0. 0. 0.]
[47.36088138 41.68870861 99.29380261 44.9752495 ],[-0.3063232  20.00956478 41.57578393 29.24816681],[-0.4         4.14900021  0.         15.0791978 ],[0. 0. 0. 0.]
[-0.34981994 10.26428841 10.67077016 18.50463048],[-0.2         1.47671685  0.         -0.69765639],[0.7        0.         1.11921309 0.        ],[0. 0. 0. 0.]
[-0.2         0.         20.16642808  6.18160672],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 35.00677583  73.56267751 131.83405443  87.90550157],[0. 0. 0. 0.],[0. 0. 0. 0.]
[49.3810168  12.53872682 10.03075945 28.22724194],[-0.317      -1.23133    15.99455789  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.]
[-1.1         0.82104538 12.56497645 -0.76518635],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.        -2.09       8.8834156  0.       ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[ 0.          0.          0.         29.25834647],[130.99336693 100.68953804  83.02859182 162.24069555]
[147.76301507 172.05341996 138.75901713 130.42444938],[0. 0. 0. 0.],[ 0.         61.01384764  0.         10.63827509],[173.20418347 178.49482232 171.54999204 155.62321719]
[103.62698969 161.73417433 105.3235282   89.45922073],[0. 0. 0. 0.],[48.16476855 10.99014826 12.85257854  8.51846762],[145.39814878 166.01438206 152.54569748 139.32044267]
[ 28.23703007  76.66014294 127.88705087  74.65728734],[0. 0. 0. 0.],[0. 0. 0. 0.],[135.791523   159.1110119  137.76050468 132.27713151]
[10.4974185   0.          0.          1.10710599],[150.948614   173.81713354 160.74680503 152.15541358],[18.17138947  0.          0.          6.45421079],[108.21676224 137.96555254 141.96229382 157.34347854]
[142.4481501  164.92892849 145.74884855 141.10878604],[109.73526872 155.60303459 131.02953005 127.96216069],[ 0.         12.03986899 21.32157169 23.4392348 ],[159.60651628 167.37000774 158.49360049 150.22308938]
[131.92978782 159.67313786 144.84887139 138.67721979],[ 44.60285202 123.06028746  78.15924026  45.05786423],[13.79879405  0.         16.10248681  1.13350294],[139.19138625 156.23135154 145.70915687 131.72310402]
[ 78.65355219 110.748817   138.98347034 125.21616919],[0. 0. 0. 0.],[0. 0. 0. 0.],[121.16408532 145.23027341 136.85556052 121.28864258]
[ 0.          0.         11.86304747  7.59762768],[ 83.16605888 135.67189085 161.58968242 126.27231672],[0.         0.         5.19742955 6.49370232],[137.90595573 162.02056785 143.10761547 126.09432603]
[126.43765435 147.70807636 121.00137394 114.18985341],[ 56.88712889  83.60821717 132.62875365  92.36957207],[0.         0.         0.         0.07923279],[132.35009439 157.15472202 139.18653377 123.21163213]
[ 51.42558005  91.81672584 134.45539477  86.12883362],[ 2.97043641 10.38181619 20.94296272  8.77938305],[0. 0. 0. 0.],[110.59781424 126.805559   128.82957637  85.14318059]
[ 4.45119835 17.12483308 77.54306612 35.1032212 ],[0. 0. 0. 0.],[0. 0. 0. 0.],[ 76.87744525 120.88260626  79.05035572  73.70229787]
[0. 0. 0. 0.],[ 79.88520073  88.36866443 116.61348    139.62811237],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 74.8808484  122.55630009  94.51130132  82.68891165],[1.65152187e-02 3.63775430e+00 6.73217259e+01 8.08622083e+01],[0. 0. 0. 0.],[ 89.88765289 132.49940973 105.83385624  97.19330789]
[ 2.00804697 18.46786322 54.62662876 16.11891991],[ 0.          0.         34.27188335  3.55064799],[0. 0. 0. 0.],[64.36218741 95.23541568 53.4209866  30.36725187]
[0.         0.         3.55145561 7.22622764],[0. 0. 0. 0.],[0. 0. 0. 0.],[14.41224764 13.45179606 13.24249939 26.11255294]
[0. 0. 0. 0.],[ 0.          0.         29.95652315  0.        ],[171.35908942 178.49284919 172.21737151 158.23383628],[140.45851865 132.24165655 123.58275794 150.5848155 ]
[120.07861389 157.56977404 132.80076275 126.98529854],[30.82659989 14.46657436  0.          0.        ],[152.03121495 166.27593156 162.9130155  146.49495277],[141.41374805 163.63031958 147.1011249  141.66856646]
[ 59.25512259  56.83581083 131.06175916  83.19101588],[26.52219968  0.          4.44978737  0.14672512],[145.66711491 156.84165923 142.79841368 125.77878052],[123.22867551 133.17510658 142.66180245 117.97783298]
[ 7.13396236 19.75993987 70.51410261 41.88105789],[0. 0. 0. 0.],[ 71.55735919 105.76501461 134.91424805  95.4696279 ],[ 95.21848769  86.74058346 116.91917299  92.15568014]
[74.80920639  3.15751715  6.43150859  8.09539714],[160.66577833 173.19701739 163.19960582 150.70219226],[138.72297856 161.46879361 144.44136552 140.68578041],[104.17251318 130.35960061 132.64748553 140.10695265]
[119.61794232 149.87011185 113.17925803  86.19972007],[114.00987227 153.16277652 121.56014935  92.94123051],[112.61158913 149.0479319  122.56675058  91.24244917],[118.87306485 146.20706644 116.42117177  81.36119691]
[ 46.00632287 103.37362624  77.02537996  35.61854412],[21.33725798 63.0872853  17.97584575  2.26932112],[29.13827541 14.40148697 74.99018746  4.05792034],[104.48638326   4.62300309  49.95065078  11.57513642]
[-0.4         0.86678286 18.00296206  0.8024227 ],[0. 0. 0. 0.],[0. 0. 0. 0.],[ 4.6941546  16.4673791   6.86137705  4.56700652]
[52.54201471  0.          0.05737971  0.56133645],[142.90345426 172.63172836 165.08025179 150.7379988 ],[115.53579636 149.29754595 108.78802445 108.60939583],[103.31026517 132.83084784 107.31759447  86.21301223]
[102.35169709  53.43575792  37.11634719   4.34411788],[ 32.38586254  54.01357495 110.98684948  36.56103605],[12.86328438 33.53269455  1.83151111  0.44056593],[18.13083579 87.57298789 13.22699274  6.23526399]
[ 0.         -0.4        -0.02284884  0.        ],[ 0.  -0.4  0.   0. ],[0.98952533 0.         0.         0.        ],[2.69895426 4.27152342 0.93993121 0.        ]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[135.02965393 131.29106756 166.30153511 140.18119306],[0. 0. 0. 0.],[0. 0. 0. 0.]
[12.80725546  7.14159574 10.13779118  1.90073156],[ 0.          3.24600086 19.68774512  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[117.39837148  68.9896064   41.0929395   29.01938882],[150.03069631 172.01552052 161.75213498 160.00903448],[113.34801531 149.14255398  90.00813763  89.96709887]
[ 82.09297545 134.26761977 105.38816698  83.84692007],[58.71101388  8.84770042 32.51838519  2.82260685],[147.71897297 166.27872759 170.73813768 148.14953397],[134.90564339 152.5940334  106.09805548 112.12475744]
[ 3.85760799 97.4761491  62.34191027 27.89120745],[ 0.         13.00982505  0.          0.        ],[121.73488298 154.12260468 140.47829623 125.83885887],[122.02576559  78.07625277  58.32069403  28.02298322]
[-2.47        1.83934586  1.71135383  0.        ],[0. 0. 0. 0.],[ 80.35627255 123.6619337  134.91330926 110.52658684],[ 5.04088862 25.35046597  2.38718108 20.1122352 ]
[13.43432244  9.01525775 -0.3095804   0.77270261],[145.26555308 164.46713988 150.67459772 133.59933393],[126.03110332 145.24276951 151.59258278 139.61783807],[ 55.92329228 126.32521727  70.29683059  52.167932  ]
[42.87385837 79.73455557 39.28266869  6.41337274],[84.18675092 42.29265062 50.8278775   4.29647562],[ 50.4842643  138.04810828  59.99822605  31.62035385],[17.52201556 58.07089589  3.74015488  2.3389228 ]
[0. 0. 0. 0.],[ 0.   0.  -0.2  0. ],[0. 0. 0. 0.],[ 3.50998213 11.50256564  0.          0.        ]
[ 0.         -0.27554967  7.89771137  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.         12.76713811  0.         -0.97008184],[135.86536539 150.65172713 162.93401735 133.97536832],[114.40218191 146.81963568 114.16732533 109.84787971],[48.76694821 31.25259802  7.67751062 -2.75063469]
[ 0.         30.83984338  0.         -1.46530999],[0.         0.         0.         4.06305008],[ 0.         -0.39397493  0.          0.        ],[ 0.          0.         -1.1        -0.86247882]
[-1.3  0.   0.   0. ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[126.57438727 128.50694133 155.0053074  125.44296363],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 4.5194314  19.31931176  0.         -0.48038618],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[-2.2         4.54807986  0.         -0.39263546],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.         -0.39263546  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[143.41911945 142.78079974 171.79288151 149.39967875],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[132.90705014 133.96475426 163.33245981 140.83835343],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[ 78.88575985 103.95602283 145.66162661 114.22661255],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[ 5.35104711 34.70876368 93.74321561 41.42649333],[0. 0. 0. 0.]
[0. 0. 0. 0.],[130.29044053 147.13444762 133.33951894 124.34518631],[100.38985899 100.86715923 141.18194008 130.8868448 ],[0. 0. 0. 0.]
[0. 0. 0. 0.],[11.21018459 14.22464491 43.12126303  0.32474285],[-0.46388974  0.29095788 11.33141074 18.06542844],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 0.          2.18123513 -1.1         0.        ],[-0.4  0.   0.   0. ],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[115.15294809 136.54642715 147.75820937 121.8535925 ],[ 21.15084265 103.42804616  48.86414214  70.97857801],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-1.3  0.   0.   0. ],[ 0.  -0.4  0.   0. ],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 59.05695557  66.40061224 137.87934626 114.41343878],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[-1.3  0.   0.   0. ],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 0.          0.          0.         12.33338017],[ 0.          0.          0.         33.59878318],[ 66.19543506 158.24787864  54.66438175  87.85769459]
[149.51404478 112.123605   103.75664201 100.75792297],[0. 0. 0. 0.],[ 58.13548284  47.04886193 106.50019996  43.94737249],[158.41182522 172.08271751 162.53381618 158.57667071]
[ 78.10024322 130.99653546  77.91199799  54.34914275],[ 0.          0.         -0.77551947  0.        ],[23.50167715 71.57004309 23.39696018 13.74804317],[144.45721591 164.22823559 148.60809889 140.32795262]
[20.03620529 29.86318904 55.81753373 17.49451585],[0. 0. 0. 0.],[0. 0. 0. 0.],[107.20991272 145.13510711 135.91789721 124.54725743]
[ 1.0256136  19.37008637  5.51601295  5.54719291],[145.34451387 166.69530575 134.50347042 128.79307466],[41.17143229  0.          0.         16.84872596],[122.76254438 127.40530653 166.62987386 126.82942214]
[122.72591166 148.08695088 118.30328814 100.66009388],[ 93.66344314 132.27284316 106.66053927  97.54038433],[25.67808255 50.60359403 14.28020828  1.01137597],[150.31134924 162.00896328 164.71794963 150.99314432]
[114.76314757 149.99084365 119.48852629 109.93642355],[35.81629634 83.27795084  8.01921232  4.75388504],[ 1.30117021  0.          0.         -1.1       ],[136.91473683 151.93373706 164.05169986 133.33860312]
[36.81637278 69.26319445 70.80335284 95.29819964],[0. 0. 0. 0.],[0. 0. 0. 0.],[106.49709062 134.52990738 146.12772532 125.62814309]
[0.         0.         9.19881251 1.63505038],[ 81.65042079 154.61740295 107.87655632 103.94972621],[12.47829065  0.          0.          5.61118978],[ 91.79649313 146.66585147 113.85061643 104.96141555]
[102.85366485 110.30927682  73.54371281  33.54019532],[ 6.27099409 21.14480421 60.19410528 42.87875599],[10.90384942  8.54808748 -1.1        -2.09      ],[121.6197944  151.69225991 142.37846844 123.79728026]
[ 0.7        24.38611224 41.52082126 -0.93816148],[2.00239479 6.98329123 1.46113409 0.        ],[0.17003682 0.         0.         0.        ],[ 40.052943    69.225329   125.20318167  49.82634967]
[ 2.93317975  2.37239444 19.14890511 -0.90251866],[0. 0. 0. 0.],[0. 0. 0. 0.],[-0.0803     -0.18990434 10.93797522 24.15540633]
[0. 0. 0. 0.],[ 26.88453248  52.43955485 126.7608447   68.49462191],[0. 0. 0. 0.],[0. 0. 0. 0.]
[61.56224169 36.850353   20.52012708 12.01607107],[ 1.68134645  3.89229949  4.33631467 10.36725469],[0. 0. 0. 0.],[ 78.58461644 117.97155909 132.10459488 116.31922681]
[0.         5.75905437 0.         1.63505038],[0. 0. 0. 0.],[0. 0. 0. 0.],[0.         9.84066838 0.         8.55436494]
[ 0.         -0.2         0.         -0.90251866],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[14.50565036  6.32582525 11.40362976 36.8095266 ],[156.1238045  172.8076704  160.64250934 140.06142027],[ 97.66215329 151.85243286 106.66281961 108.20103564]
[ 53.27290892 128.94282896  78.51870409  57.30108904],[ 3.99073577 32.80155282 13.59833274 -0.06893909],[153.14812436 167.81834658 149.64802782 131.28928738],[134.30923175 158.4259766  143.68150422 139.40476477]
[ 3.62108862 65.23323967 19.84179223 13.19013515],[12.57378052  0.          4.08785096  0.        ],[121.67827574 142.42802425 119.59057966  99.94225047],[ 68.88478699  70.68077269 130.99968688  93.20861989]
[ 0.          0.20200908 19.34361267  3.00729365],[0. 0. 0. 0.],[35.06453538 90.81266822 62.38612048 35.22026957],[ 0.07080019  2.51647694 41.961255   20.59939838]
[ 0.         0.         0.        -0.3095804],[137.73576368 153.61719278 136.57393359 123.98859194],[114.41652731 120.23398587 137.45962604 116.94955136],[ 27.38530598 129.40629642  75.95975375  79.1521323 ]
[27.52988106 25.18336705 15.23771521  4.33816591],[48.74120677 70.36313853 45.2297605   4.42128407],[43.95347841 92.49532095 23.84463711 13.9326632 ],[ 29.14867845  55.9951109  114.77593271  52.76339925]
[0.         1.38250223 0.         3.07994747],[0. 0. 0. 0.],[10.42154057  0.          0.         -2.09      ],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[18.82604095  6.28392709  7.01934617 -1.1       ],[121.04685429 144.05661239 151.30261033 122.94930156],[ 61.87140424 117.81248406  56.1292605   27.6718951 ],[ 8.59704171 56.08980519 22.31809386 26.97455773]
[ 0.         27.53998927 -0.2        -1.56916096],[-1.3  0.   0.   0. ],[11.28308716  0.          0.          0.        ],[0.         0.         0.02128466 0.        ]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[ 0.          0.          0.         -0.73456114]
[ 0.   0.  -0.2  0. ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 70.18450278  99.07721319 139.45282114 109.71093592],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.112174 -0.2       0.        0.      ],[0.         0.         0.         0.61034335],[0. 0. 0. 0.],[0. 0. 0. 0.]
[-1.3 -0.2  0.   0. ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[46.19675729 27.55938177 29.03302902 11.82970781],[142.72084744 164.84266679 153.46860499 137.66212637],[ 63.45920374 122.43088054  71.17385358  60.62458572]
[24.11133521 49.85839991 10.37001352 -2.76850981],[ 0.          0.          0.         -0.54974023],[136.12917715 149.21794912 162.13165021 132.86482342],[108.94157115 148.05173988 119.93741846 108.98431871]
[0.7        5.01225005 8.3907701  0.        ],[0. 0. 0. 0.],[ 54.12853749 123.74840087  66.9441128   42.84987585],[ 3.33926021  6.57999883 17.43529207  4.18659299]
[ 0.         -1.3         0.          1.41205543],[0. 0. 0. 0.],[ 6.14115566  2.70844932  0.         26.73909457],[0.         0.         3.06743599 0.        ]
[ 5.39490289 -0.18074968  0.         -1.1       ],[116.56146608 145.00269461 115.09778458  95.35786877],[ 39.87527124  90.34398488 126.94239358  91.6173244 ],[ 7.41545723 60.41845674 19.83800713  6.8632598 ]
[1.54918662 1.68607068 0.         0.        ],[ 0.         23.66500589  6.68748153  5.58828946],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0.         0.37744693 0.         0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.],[ 0.          0.         -0.54365539  0.        ]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 48.84232305 117.27800349  71.48601977  58.99665824],[ 3.58131394  8.35397654 12.59097944 17.56571017],[ 0.          0.          0.         -0.80988445]
[3.93442506 0.         0.         0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.         -0.47530999  5.22672734  0.        ],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[ 0.          0.          7.23408428 -0.06061318],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[ 1.98832033  1.56066787 60.74796981 14.17381348],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[105.58134239 122.13410576 154.91980334 131.48450017],[0. 0. 0. 0.]
[0. 0. 0. 0.],[0. 0. 0. 0.],[126.9013183  130.03834972 156.94111378 123.29350002],[0. 0. 0. 0.]
