4
4
4,7
4,7,11
4,7,11,15
4,7,11,15,21
4,7,11,15,21,30
4,7,11,15,21,30,38
4,7,11,15,21,30,38,46
2
2,8
2,8,11
2,8,11,12
2,8,11,12,15
2,8,11,12,15,17
2,8,11,12,15,17,21
2,8,11,12,15,17,21,24
2,8,11,12,15,17,21,24,25
2,8,11,12,15,17,21,24,25,28
2,8,11,12,15,17,21,24,25,28,9
2,8,11,12,15,17,21,24,25,28,9,32
2,8,11,12,15,17,21,24,25,28,9,32,36
2,8,11,12,15,17,21,24,25,28,9,32,36,39
2,8,11,12,15,17,21,24,25,28,9,32,36,39,38
1
1,8
1,8,11
