North,East,West,South
507.802490234375,544.5873413085938,516.1072998046875,504.53797912597656
515.8675384521484,551.5762939453125,487.9134826660156,510.1160430908203
522.5240325927734,549.6163787841797,487.9134826660156,503.96612548828125
523.1389770507812,550.5689239501953,473.99066162109375,498.2701416015625
525.9183197021484,549.7116241455078,489.1116485595703,510.7619934082031
550.2679138183594,548.8480224609375,503.2419738769531,490.2039489746094
488.2526550292969,471.4469451904297,520.2777862548828,499.6402587890625
503.93145751953125,500.56227111816406,532.2777404785156,491.2789764404297
519.1283874511719,504.5205383300781,530.4627380371094,479.8675994873047
536.926513671875,504.3305969238281,545.4813690185547,507.73194885253906
544.5221557617188,460.25184631347656,520.7702789306641,507.1432189941406
547.7877197265625,515.4893035888672,470.4588928222656,506.1220397949219
546.3428955078125,514.9608154296875,503.757568359375,512.7642822265625
545.3656158447266,513.0882110595703,518.3954925537109,492.1697998046875
489.24891662597656,481.4469451904297,526.1765747070312,490.34877014160156
508.88307189941406,514.1748352050781,500.634033203125,490.27162170410156
515.9893646240234,501.9869079589844,518.7537689208984,492.12025451660156
534.0354156494141,505.22206115722656,541.5063018798828,490.7274169921875
545.4872741699219,489.76727294921875,510.3482360839844,486.9813690185547
541.6982879638672,503.16114807128906,517.0647888183594,509.50502014160156
541.6808166503906,506.72340393066406,518.2734375,506.753662109375
547.3647308349609,484.62245178222656,525.7677917480469,503.6265411376953
493.64463806152344,493.5340118408203,515.6353454589844,476.1804504394531
480.2976989746094,507.3755187988281,529.6426696777344,503.14671325683594
510.56103515625,511.802734375,529.7011260986328,481.4563293457031
533.7548217773438,513.8698425292969,544.4614715576172,504.6545104980469
543.0280303955078,484.62245178222656,520.4139404296875,496.51026916503906
537.2969970703125,505.105712890625,499.68434143066406,498.2701416015625
546.6293792724609,488.48846435546875,505.96502685546875,507.17393493652344
541.3247833251953,499.25535583496094,520.7058563232422,504.39833068847656
495.7821807861328,514.364013671875,544.2150115966797,491.8427429199219
483.31788635253906,517.1378936767578,508.5541687011719,498.00823974609375
503.07330322265625,546.7790222167969,548.0196075439453,496.4328308105469
539.6960906982422,524.3145294189453,545.4972076416016,500.8753967285156
533.2868194580078,501.99156188964844,513.2931518554688,495.521484375
549.5343933105469,508.3936767578125,526.2424163818359,513.9261016845703
542.3204498291016,490.60597229003906,525.4717712402344,512.7627258300781
547.3246765136719,526.0687255859375,518.3105621337891,496.0821533203125
511.2970275878906,539.4844207763672,498.3522033691406,487.8164825439453
497.96376037597656,547.1154174804688,513.1471099853516,506.58937072753906
513.2028503417969,545.1922760009766,514.9873962402344,512.7486267089844
519.6731414794922,547.2013854980469,520.6752014160156,506.95440673828125
551.4499359130859,545.5711669921875,519.8642120361328,505.83201599121094
547.5747833251953,521.7223358154297,525.5901336669922,510.87940979003906
546.3774108886719,474.18443298339844,526.9537658691406,508.2109680175781
548.8489532470703,525.7397155761719,525.9751739501953,506.79405212402344
492.9194030761719,546.4358367919922,517.4352416992188,489.81170654296875
492.49610900878906,542.8507843017578,522.6408843994141,489.4897766113281
522.7022552490234,542.9493255615234,521.4383850097656,497.3895568847656
520.3214721679688,548.0969696044922,514.960693359375,503.483642578125
524.0624542236328,550.9810180664062,501.19012451171875,509.1162872314453
550.0845336914062,551.6671905517578,473.99066162109375,510.06243896484375
550.2478485107422,525.9920349121094,523.5521087646484,493.594482421875
550.5933837890625,523.1490020751953,510.8335723876953,512.4897155761719
471.1130065917969,543.7020568847656,504.2233428955078,503.5589294433594
502.5088348388672,535.5217895507812,519.7647094726562,500.41908264160156
498.04212951660156,550.4322052001953,510.07611083984375,508.0313262939453
523.4009094238281,548.4799346923828,504.5708465576172,510.0176239013672
522.345947265625,549.0909881591797,525.3179016113281,503.9350128173828
524.3788452148438,548.9544372558594,523.1453857421875,510.8124237060547
542.4957275390625,550.3648376464844,514.2614898681641,508.8147735595703
543.7833709716797,515.3825073242188,483.84828186035156,503.5489959716797
513.2713470458984,547.4009094238281,523.1766357421875,505.80810546875
507.53269958496094,534.1166687011719,512.6498718261719,502.4586486816406
503.7765197753906,534.9634246826172,510.8691101074219,505.3485107421875
525.6654205322266,523.1355895996094,524.2373199462891,501.5478210449219
523.8223114013672,548.8625946044922,526.7171936035156,509.13360595703125
480.2976989746094,549.7730560302734,525.6348419189453,513.5738067626953
521.5648803710938,550.135498046875,506.0737762451172,509.2365264892578
552.7098083496094,550.3493347167969,527.9988708496094,510.9809875488281
510.18614196777344,510.4390869140625,539.3738708496094,493.83460998535156
489.2865753173828,511.2130584716797,523.5059814453125,498.8815460205078
505.49436950683594,505.82000732421875,534.1969757080078,507.3185119628906
491.73695373535156,491.36058044433594,547.44970703125,508.733642578125
548.8043365478516,483.2963409423828,551.8816528320312,512.6962280273438
549.9268951416016,485.55140686035156,525.0379486083984,513.4947967529297
549.6099853515625,509.1505126953125,522.9076995849609,511.2264862060547
550.4939422607422,494.1262969970703,520.4519348144531,506.0680847167969
506.54063415527344,503.6277770996094,529.4094848632812,494.6110076904297
498.8945007324219,487.72630310058594,541.8228912353516,506.5852966308594
508.99273681640625,504.0276641845703,546.1458129882812,504.6559753417969
516.8005065917969,503.3480987548828,541.9910430908203,485.7021484375
548.0981292724609,484.590576171875,551.9479827880859,514.48486328125
547.4924468994141,499.10076904296875,526.9078369140625,493.594482421875
548.0118255615234,504.44288635253906,525.5203399658203,499.26898193359375
551.0061187744141,491.5068664550781,473.99066162109375,508.52638244628906
513.387451171875,520.2153930664062,546.6186676025391,502.0198974609375
500.65846252441406,506.4563751220703,537.6975708007812,498.1582489013672
516.5597076416016,520.0386810302734,542.4409027099609,493.594482421875
521.7502288818359,507.7935333251953,538.5249786376953,506.9970397949219
545.4270172119141,512.6917266845703,541.8684692382812,496.5038757324219
545.774658203125,502.75621032714844,523.1335296630859,512.4121246337891
550.4301910400391,500.81732177734375,506.78521728515625,508.5690612792969
550.0674438476562,496.25836181640625,524.3462677001953,509.30389404296875
495.3860778808594,502.95228576660156,537.3447418212891,497.4449768066406
497.7459411621094,498.3082580566406,543.7875823974609,505.13243103027344
502.11277770996094,517.3879852294922,545.2757110595703,499.8015899658203
518.6224822998047,502.51446533203125,549.8375549316406,505.7998962402344
550.0687408447266,524.0297241210938,552.7500762939453,517.0862274169922
551.8292388916016,521.7156677246094,527.0703887939453,501.0232696533203
552.8967895507812,513.1224822998047,506.7940979003906,506.84425354003906
550.9827575683594,501.62620544433594,524.7076263427734,496.6097106933594
476.409912109375,549.5362548828125,534.9543304443359,500.76136779785156
499.2661895751953,550.9985504150391,548.2025299072266,507.6923828125
509.62391662597656,540.9774932861328,547.9953765869141,511.4791564941406
526.1154937744141,550.3737030029297,540.7815246582031,492.8160858154297
535.0659027099609,540.78369140625,543.3723297119141,487.4118194580078
547.8701171875,524.2133026123047,489.1116485595703,510.92787170410156
552.7981109619141,526.9581909179688,519.5776672363281,514.2029266357422
549.7748565673828,471.481201171875,527.4464569091797,514.4711151123047
469.0686950683594,550.4735870361328,522.8766937255859,498.0912170410156
481.6962890625,542.2312469482422,520.3155670166016,493.594482421875
494.3708801269531,549.6976318359375,505.4237976074219,505.7541809082031
517.417724609375,536.9466857910156,519.0429992675781,511.59315490722656
522.8250579833984,546.1313323974609,523.9910583496094,508.1608428955078
550.7754821777344,553.0815277099609,473.99066162109375,510.87855529785156
553.3961639404297,526.0043334960938,528.6954650878906,489.5506591796875
554.2340850830078,471.481201171875,523.4835815429688,509.28929138183594
483.97813415527344,546.6949920654297,515.9614410400391,498.1923828125
499.7928466796875,546.7404937744141,520.4205322265625,500.93223571777344
495.9114990234375,531.0065002441406,523.5281677246094,501.5252380371094
514.1661682128906,519.9935302734375,525.5139923095703,507.06463623046875
524.0580291748047,549.1376647949219,523.1134490966797,514.4951629638672
523.3704376220703,548.7223663330078,524.9176940917969,507.82566833496094
552.5246734619141,548.2767791748047,527.6569213867188,489.20281982421875
553.4040374755859,522.9698181152344,524.8008728027344,489.4897766113281
490.8010711669922,538.9999847412109,518.1306610107422,499.1643371582031
491.4097900390625,545.6470947265625,520.9586334228516,493.594482421875
501.5325469970703,542.8089752197266,516.7467803955078,512.5945434570312
515.2777252197266,547.6222686767578,512.2996215820312,506.67584228515625
522.5738525390625,549.9148254394531,524.9346923828125,495.2536926269531
525.4655151367188,547.9924468994141,526.1086120605469,508.35035705566406
518.0408630371094,549.533935546875,504.2460479736328,510.77268981933594
554.3121795654297,552.8424072265625,514.5549774169922,498.85594177246094
511.6802978515625,510.8981475830078,546.1111602783203,505.08876037597656
480.51617431640625,477.2090301513672,528.1959381103516,497.0634307861328
500.3816680908203,491.8160705566406,545.1629028320312,509.38641357421875
516.2520599365234,464.18443298339844,545.3635559082031,505.0601501464844
525.1975708007812,508.9246368408203,543.2898101806641,506.07142639160156
547.6599426269531,486.45770263671875,549.3357696533203,509.9666748046875
552.4834442138672,472.66505432128906,524.5541381835938,509.6880798339844
550.5964050292969,511.6192626953125,509.94471740722656,482.8816833496094
478.92095947265625,497.5120544433594,532.8065795898438,496.47882080078125
483.40916442871094,494.3234558105469,542.7404327392578,505.5645446777344
492.81166076660156,480.08253479003906,548.2129364013672,504.57447814941406
520.8606872558594,485.1009521484375,546.1048126220703,494.10650634765625
526.5657653808594,473.2597351074219,547.4684600830078,511.7196044921875
544.7785339355469,500.0931701660156,547.4275512695312,507.3909454345703
552.292236328125,501.1706237792969,521.2978820800781,510.0201721191406
551.3625335693359,503.03285217285156,522.3290405273438,513.5858001708984
513.9977874755859,509.82420349121094,546.498291015625,505.4927520751953
505.7960662841797,498.3345489501953,544.2340087890625,499.3357238769531
509.70220947265625,471.481201171875,547.2156372070312,492.0729217529297
505.7587585449219,506.62757873535156,549.5031585693359,505.44993591308594
518.3425140380859,484.22052001953125,527.8790435791016,494.9268341064453
545.559814453125,481.4469451904297,551.8685913085938,466.8456115722656
550.54638671875,494.4577178955078,468.5221252441406,498.8590850830078
550.0200805664062,470.25184631347656,524.4009704589844,503.5617980957031
494.25718688964844,518.9674224853516,548.7732086181641,510.1299285888672
497.8464660644531,521.4720611572266,545.3834533691406,498.6734161376953
518.9258270263672,503.2634582519531,547.0139312744141,504.70863342285156
505.13975524902344,522.6197967529297,534.1211853027344,494.7593536376953
521.7439117431641,498.74305725097656,548.7725982666016,496.5896301269531
552.77978515625,524.9915313720703,553.5310363769531,504.1645965576172
552.0403900146484,499.36195373535156,473.99066162109375,511.7671661376953
551.1562347412109,513.2744598388672,523.9928894042969,508.1299591064453
513.9338531494141,526.0707550048828,549.7388000488281,509.91285705566406
488.4554443359375,523.1738128662109,540.7834930419922,503.5872497558594
512.3687133789062,526.7399749755859,550.6144561767578,515.4979095458984
514.1741638183594,522.8993530273438,544.6254425048828,506.6568908691406
522.9576416015625,519.1735382080078,547.8548583984375,505.7211456298828
554.0675506591797,523.5806274414062,553.3912811279297,489.4897766113281
550.9519653320312,524.5264587402344,524.9771881103516,516.0830841064453
552.7736663818359,525.4839019775391,525.6559143066406,498.2701416015625
491.5139923095703,548.4692077636719,547.3774871826172,469.2023468017578
507.39906311035156,551.8746337890625,551.1852264404297,492.40330505371094
512.8286743164062,550.5062561035156,550.8921661376953,515.1962280273438
526.06201171875,551.1531982421875,547.6796264648438,503.51092529296875
527.5071716308594,551.4539642333984,543.6603698730469,507.00160217285156
553.6445922851562,506.4469451904297,552.6069488525391,500.53858947753906
549.6336212158203,524.7349548339844,524.8964080810547,488.234130859375
553.6147613525391,526.2643127441406,529.3392944335938,511.83216857910156
460.66864013671875,538.3371429443359,505.71405029296875,498.2701416015625
488.1699523925781,548.8583831787109,520.9413452148438,501.70680236816406
495.55238342285156,550.4325561523438,522.7247314453125,510.90748596191406
513.0008239746094,548.7704162597656,527.0955200195312,514.6287384033203
505.6026153564453,550.0208892822266,526.5412750244141,493.594482421875
527.00244140625,545.6587982177734,524.9680938720703,515.6671447753906
553.9184417724609,550.3242797851562,527.4533081054688,505.64280700683594
555.5859832763672,528.7739105224609,528.3391723632812,498.8590850830078
514.2415618896484,544.3267669677734,520.0972137451172,489.12628173828125
495.1211395263672,546.3758850097656,520.2637329101562,493.594482421875
499.8200378417969,549.6242980957031,522.6558227539062,503.3789520263672
521.154052734375,550.6382293701172,520.3560638427734,489.4897766113281
522.8194122314453,539.1554260253906,523.2851104736328,506.0005645751953
525.0318145751953,546.9316101074219,524.8151550292969,469.2023468017578
527.7766418457031,551.0360565185547,524.4766082763672,488.5577850341797
554.3415832519531,553.5298919677734,526.9767608642578,490.2039489746094
486.4740447998047,461.481201171875,548.4159240722656,508.96202087402344
501.86505126953125,491.0312194824219,545.4346313476562,504.0657196044922
481.08360290527344,483.46055603027344,538.8635711669922,498.9951934814453
492.55096435546875,492.4131774902344,547.5541076660156,510.4729461669922
526.2994232177734,489.98768615722656,548.5699768066406,508.11878967285156
517.1626892089844,478.03575134277344,536.0187072753906,494.3196105957031
552.1886901855469,513.4076385498047,551.1984558105469,507.1404724121094
550.8950805664062,515.7955780029297,514.1986083984375,485.51292419433594
514.0554962158203,481.4469451904297,546.6140594482422,506.07647705078125
489.1468811035156,498.3937225341797,546.8032989501953,501.46791076660156
506.4949951171875,494.8636016845703,545.0782012939453,489.4897766113281
516.2675476074219,498.9718475341797,545.9159698486328,503.4122619628906
520.0950317382812,507.92718505859375,534.3504791259766,506.5635528564453
519.3238677978516,492.3945617675781,547.9072723388672,493.6407165527344
549.4149169921875,508.4318084716797,545.3478546142578,487.32708740234375
549.7765502929688,474.46641540527344,526.0927276611328,500.04681396484375
509.46788024902344,495.8686828613281,547.7779541015625,508.81761169433594
497.9888153076172,493.6410675048828,546.7377319335938,509.00328063964844
519.4790802001953,497.79986572265625,545.2142181396484,508.4558868408203
525.3997039794922,483.52508544921875,546.3346252441406,503.1825408935547
523.7800445556641,503.5446319580078,547.0327758789062,493.594482421875
521.8653564453125,486.71266174316406,548.6619720458984,515.4121398925781
551.4886169433594,500.72088623046875,549.9112854003906,508.9082489013672
548.1150360107422,478.4833679199219,515.2415924072266,469.2023468017578
506.9524688720703,510.5202331542969,548.2421569824219,505.2351837158203
491.9169158935547,510.9639587402344,546.2034912109375,500.5052490234375
501.8939514160156,507.84808349609375,546.0986328125,501.4785461425781
514.3761291503906,470.25184631347656,547.59716796875,509.8606872558594
527.0286254882812,504.28871154785156,549.6000671386719,508.09423828125
527.0208587646484,511.16807556152344,549.2855224609375,505.7044982910156
554.2631072998047,523.2040100097656,551.4877166748047,489.4897766113281
552.5370025634766,507.13165283203125,526.0127563476562,511.0183563232422
509.39820861816406,522.9008178710938,545.1088104248047,500.8849792480469
503.5731506347656,517.6192626953125,546.6692199707031,509.5388641357422
508.5029754638672,521.8006591796875,546.7969512939453,506.2415008544922
521.1108551025391,522.302734375,545.8887176513672,511.1110076904297
525.8246765136719,525.4407806396484,549.7976684570312,503.9188690185547
505.87791442871094,518.6321411132812,552.2399139404297,512.1439361572266
553.9004516601562,517.5820617675781,550.7036437988281,513.9490509033203
554.5364227294922,521.6654815673828,528.3555450439453,493.594482421875
512.3336181640625,524.7028045654297,544.6607666015625,496.3296813964844
498.2253875732422,524.7672119140625,549.0810546875,506.0476837158203
489.76832580566406,519.2880401611328,542.6819000244141,506.55641174316406
526.1396789550781,523.5420989990234,546.9048919677734,497.0801544189453
525.5745239257812,501.5092315673828,551.0991668701172,509.4916687011719
528.3277740478516,526.5065612792969,551.5039520263672,503.1638641357422
534.0016326904297,525.7671966552734,550.9842376708984,511.2718048095703
555.1787261962891,527.236083984375,528.9993743896484,506.62060546875
513.0885162353516,551.6191558837891,552.5843505859375,505.4270324707031
496.81988525390625,550.7321319580078,544.9846496582031,513.1741943359375
487.9824981689453,550.8292236328125,550.5040740966797,505.95127868652344
528.8151245117188,551.2562866210938,535.2223663330078,513.4235229492188
529.2534790039062,552.2686157226562,549.7939300537109,515.7660522460938
527.8352661132812,542.4826202392578,551.9533996582031,512.6776428222656
554.5705871582031,553.5265045166016,553.12060546875,490.5619812011719
555.0337829589844,529.1229858398438,529.0425872802734,483.32415771484375
