-18.006,-18.1216
-18.581,-18.0034
-18.154,-17.9248
-17.907,-17.865199999999998
-17.96,-17.933400000000002
-17.415,-17.950799999999997
-18.188,-18.059800000000003
-17.856,-17.885199999999998
-18.248,-18.011000000000003
-18.047,-18.0242
-17.96,-17.963800000000003
-17.315,-17.956799999999998
-18.485,-17.9912
-18.314,-17.930199999999996
-17.745,-17.941799999999997
-17.925,-17.7752
-17.487,-17.721799999999998
-18.18,-17.615000000000002
-18.372,-17.3422
-16.912,-17.1452
-17.658,-17.2844
-16.953,-17.2108
-16.816,-17.2588
-17.387,-17.414800000000003
-17.608,-17.331
-17.29,-17.184600000000003
-17.193,-17.224400000000003
-17.596,-17.202800000000003
-16.968,-17.0972
-16.876,-17.2088
-17.489,-17.272399999999998
-17.085,-17.2176
-17.068,-17.2578
-17.526,-17.1548
-17.194,-17.0408
-17.215,-17.0744
-17.286,-16.9468
-16.553,-16.9536
-16.956,-17.0928
-17.362,-17.110999999999997
-16.577,-16.9894
-17.32,-17.0366
-17.249,-16.8846
-17.047,-16.753800000000002
-16.754,-16.696199999999997
-16.813,-16.7196
-16.56,-16.7682
-16.595,-16.772
-16.759,-16.755999999999997
-16.871,-16.7244
-17.056,-16.635
-16.579,-16.493000000000002
-16.515,-16.5354
-16.601,-16.625999999999998
-16.424,-16.706
-16.346,-16.761200000000002
-16.791,-16.8104
-16.968,-16.691399999999998
-17.001,-16.4758
-16.7,-16.3364
-16.592,-16.2162
-16.196,-16.164800000000003
-15.89,-16.119000000000003
-16.304,-16.201999999999998
-16.099,-16.1804
-16.335,-16.0962
-15.967,-16.1004
-16.305,-16.1742
-16.196,-16.1178
-15.678,-16.096
-16.356,-16.178000000000004
-16.336,-16.0248
-16.023,-15.956799999999998
-16.087,-15.9702
-16.088,-15.8898
-15.59,-15.964400000000001
-15.996,-15.8934
-16.09,-15.836400000000001
-15.685,-15.7226
-16.461,-15.711400000000001
-15.235,-15.6132
-15.711,-15.714999999999998
-15.521,-15.6672
-15.629,-15.609800000000002
-15.97,-15.514199999999999
-15.744,-15.381200000000002
-15.472,-15.4024
-15.234,-15.3376
-15.151,-15.375599999999997
