-18.355,-17.974800000000002
-18.199,-18.0014
-17.791,-17.9248
-17.585,-17.9416
-17.944,-17.9274
-18.488,-17.894
-17.816,-17.8656
-17.875,-17.9576
-17.514,-17.9192
-17.777,-18.0276
-18.346,-18.0712
-18.276,-17.968
-17.683,-17.7848
-18.056,-17.754399999999997
-17.995,-17.704600000000003
-17.83,-17.764599999999998
-17.36,-17.593799999999998
-17.531,-17.5844
-17.807,-17.7214
-18.295,-17.633000000000003
-16.976,-17.577800000000003
-17.313,-17.6072
-18.216,-17.583
-17.365,-17.377000000000002
-18.019,-17.3676
-17.123,-17.2326
-17.192,-17.3422
-17.186,-17.399400000000004
-17.318,-17.4278
-17.344,-17.3876
-17.671,-17.3996
-17.478,-17.276
-17.328,-17.2038
-17.117,-17.1832
-17.404,-17.1502
-17.053,-17.0854
-17.117,-17.097
-17.225,-17.0056
-16.952,-16.9534
-17.08,-16.955000000000002
-17.111,-16.9988
-16.66,-16.937599999999996
-16.964,-16.955399999999997
-16.96,-16.895
-17.299,-16.737399999999997
-16.805,-16.644600000000004
-16.749,-16.6672
-16.662,-16.7954
-16.172,-16.7428
-16.835,-16.8554
-16.918,-16.788000000000004
-17.39,-16.844600000000003
-16.399,-16.5614
-16.735,-16.6064
-16.498,-16.5166
-17.201,-16.565199999999997
-15.974,-16.311
-16.624,-16.4134
-16.286,-16.4538
-16.741,-16.367
-15.93,-16.314
-16.486,-16.5162
-16.826,-16.477600000000002
-15.852,-16.220200000000002
-16.476,-16.170399999999997
-16.941,-16.1074
-16.293,-15.9672
-15.539,-16.019799999999996
-15.603,-16.1564
-16.161,-16.147
-16.24,-16.0138
-16.556,-15.9542
-16.222,-15.803
-15.556,-15.785
-15.495,-15.8764
-15.942,-15.9316
-15.8,-15.958800000000002
-16.132,-15.987200000000001
-16.013,-16.031200000000002
-15.771,-15.967400000000001
-16.078,-15.912
-15.942,-15.896600000000001
-16.352,-15.8036
-15.694,-15.606800000000002
-15.494,-15.4308
-16.001,-15.311600000000002
-15.477,-15.1722
-15.368,-15.137799999999999
-14.814,-15.169599999999999
-14.898,-15.2738
-15.304,-15.293600000000001
-15.305,-15.174600000000002
-15.527,-15.162
-15.335,-15.037600000000001
-14.997,-15.0572
-14.709,-14.988400000000002
-15.242,-15.084999999999999
-14.905,-15.23
-15.433,-15.3546
-14.653,-15.3024
-15.192,-15.5278
-15.967,-15.468399999999999
-15.528,-15.1838
-15.172,-15.039399999999997
-15.78,-14.9348
-14.895,-14.7738
-14.544,-14.7356
-14.806,-14.851400000000002
