Lane 0,Lane 1,Lane 2,Lane 3
66.63667319195828,79.05233764687321,67.50680912624318,65.21867417338191
80.67784872143173,80.33709646518616,83.27734331858755,80.65689416702612
81.6102225596941,80.65138795789635,80.59865207647137,80.49712522580239
83.77391592093967,77.20030171025091,76.31996184769739,77.11780712478188
81.58833995576774,85.56329982697042,81.70350767348367,80.14564798996729
96.66669546507802,87.08944968268145,85.78913528201946,86.21957451967961
82.81864935259532,82.8773793246732,85.46272536465433,82.85554522344314
79.77038316220934,79.66892161604645,86.50139751092688,79.76714300366521
74.9486267692464,84.20281549307451,75.35691936336656,76.84111500527759
80.55945559170414,89.24996594568819,81.34608804138745,79.73285280328851
81.3111498602137,80.1692934570726,84.77464832057156,80.89124983727913
90.61052828785563,80.41197408131218,80.94271727321835,79.65606211801415
76.12894328798822,77.51211287682479,76.36240038568722,85.95242370806224
80.61758329897256,81.80827890018023,98.80375085529698,79.49879900142079
84.84137971664929,78.48185546896266,78.40488989064532,78.38767508757591
78.47250710784755,79.23167646922516,83.00541458367056,78.55672864954852
83.66619815631822,80.75450438971659,83.36540066781662,89.74177660258258
82.56140622450009,82.3680989650986,82.48037326517077,82.56584452286842
82.09715202717761,84.4019778755457,82.09985763666216,98.21081919680488
79.94921196942616,77.97282559046926,78.42552241822969,78.13996492830238
79.65028383738225,82.56345708476431,80.04509576750465,85.17122332198855
89.49237554559708,84.44938416843065,81.44215690036204,82.63541495318239
82.45810000051114,80.9955318287831,81.20784726877898,80.65802349301663
78.52437808366507,78.81631782266872,90.03441577149114,78.92605881995377
81.29735332016196,81.76081609142364,81.24289726834931,87.25005236380518
76.41275355372503,92.8603364200015,78.95635225619132,76.19310429440402
89.88633707227383,78.47599285567668,80.16473892856246,79.03941242056698
87.54927623503002,84.61536504664673,84.11675595101983,93.32670949449272
80.08927990919946,80.28209159048708,80.25835998093527,86.3062056134807
94.3411656105755,88.52223835779607,83.09328678633224,82.44860865096595
83.36252616205893,74.82748869064329,76.68844427729965,76.2475928809771
87.29102552438798,84.83042524097176,81.08502223760848,82.04102164049813
82.1089664933039,79.45919508834014,85.30802107145355,81.60577741867162
83.4840993338718,77.62038293974312,77.93854293086817,77.42850955055623
79.3666499206264,79.69623747762442,79.45372627826518,81.54972025988098
88.0866664258974,79.79520147355689,78.60616604710543,78.79647022644394
80.97024655953533,81.54408110565119,84.8956647613821,79.51067648041256
89.71640892371512,82.6919039376408,84.11849134751363,82.22178052528567
87.68592766443695,80.85532625688283,80.11834697030184,80.16935301814108
79.33613235811941,95.51846238071295,82.62062960950686,82.5771884134243
79.7246060831058,81.33303414959893,94.75464243547601,80.35758721346497
84.11276497527624,82.03075625101573,81.61011289376941,80.41241333800524
77.42703401974836,86.40833138113936,78.34674710088407,77.53960378937101
77.33791554470358,77.05090256878309,88.7600349020695,77.34816052918487
79.53493995504961,87.87116674103088,78.11350294018352,77.77513816637824
97.02859520755112,79.92238684530244,76.43703387356737,90.33284865432454
75.6507619155705,75.09845274305711,81.7847476412676,75.25451471591107
93.25444256998871,80.44405627355316,82.45733060006111,79.55660304365831
84.74793796452524,78.1755074854229,78.82373504311413,78.66210740002508
87.54810850212164,78.56420064406672,78.69370192273017,79.70755905809646
76.30408529303993,76.2531359461658,81.24784425680036,74.84759326298109
76.63744772485839,81.9388204998066,76.75713609852363,76.43320497440264
79.80677501787669,84.126905056562,79.90008606971834,79.70334967477919
92.33084148482568,78.94893782997048,77.34645093655122,78.48466952719993
78.77557239764373,78.91033052605154,78.81908948683844,94.52988689940072
76.88095413476314,77.42620289241555,77.40611655014843,88.60863790229342
78.12834577120702,79.40269410159803,81.58891262064716,85.73461344563107
83.94141075726075,78.40226752005103,77.9775106670054,78.28001527398263
77.45776028452434,76.69932815745898,86.27301491021817,78.22525337120524
75.41630899287165,75.38986406607806,83.71955925508311,75.72553834299907
78.83299712796499,79.98051445025423,85.61101720315894,78.90344904632663
79.00923671558341,78.99133108679301,83.0763255697226,78.24616975085345
77.55217981029357,73.98426697947632,76.53189653525904,80.05057559712328
76.74189053622105,85.1500086646417,76.01400838090971,76.73496911927057
81.62947799266358,81.32692344040684,81.99072634705446,88.28115797299711
76.69719687075062,77.66524157331479,74.07045663092829,84.03331779005289
94.20246203375854,80.55717981964082,80.63487720619135,80.26303364276153
80.55274530889159,79.64735969816319,79.7363163369962,85.65250997405333
79.38722239087616,85.40253604488262,79.46271509272198,79.98865722965647
85.2147555585551,78.8946416726628,81.09741471523607,79.63467090655988
87.12063931453046,88.2380879705568,90.58022981077175,94.63476024518718
80.64861073399639,79.14446067856522,87.61401166874606,79.50678790340177
77.4377974005195,75.71490720465614,77.48254340831784,80.87217390470244
79.33922962457973,78.76574875593343,78.80014790412724,84.1811582610698
78.5474870365385,78.01984582094163,78.98903361592998,92.46264555683685
88.27931493585935,85.94932998019505,80.14187266939435,91.84097588936908
77.33603149627982,78.0528320137526,77.25157138536099,82.55989419812602
81.49244782890237,75.52149187230796,79.83056273711337,83.86803573713169
74.84223135676802,74.80103515849306,76.44487730717874,88.92503382841184
76.8097747609616,76.89072415640861,76.6572217448508,88.60994905404056
86.46115373401437,82.19138534204176,90.12621142379213,87.39312540709895
78.81459501620171,79.92239413863838,84.525445144249,80.10436832893637
79.6609322072246,79.76538533559737,79.88407156619814,84.8297232736827
77.81890824568237,78.10931109873043,86.66880166390165,78.06726880340574
81.2081731014112,83.8211911942353,80.8894251899412,81.92970863079759
83.82157832606241,83.33368430566081,96.26152486959344,93.17904805104698
79.11548943271258,78.6683484248269,79.89753912881169,88.41445874865079
77.35365550918064,88.00710782709646,77.32637908681133,78.26413612986563
79.80843513088394,80.26194793870243,79.81313136364435,88.98855100366413
82.70116488510035,79.9773572926689,77.08756115848114,79.87349456002501
87.06302624450208,85.27305873095997,84.17886173739824,94.75060064386474
82.19027847866244,81.00696475544002,96.37529779502665,86.47571649481415
79.20468238119307,84.66987401389615,79.32820425297442,79.26044883117574
84.8889719569368,77.49018925916758,78.95080224873905,78.54368199259072
84.89664730787884,76.60342032402815,78.14202388862459,76.73925210557555
96.01379964834082,91.88177039032381,80.1121106873789,90.35491575282357
88.8812064243944,82.02942386239064,82.0680823178841,82.4749676129467
79.58039953047762,78.7894375260375,83.69042219166855,79.2466782406799
85.2324171923899,79.21492692565423,79.37143986355132,78.21676032049095
85.68758100658656,76.59964136823743,76.80315721715581,76.91120762582419
81.46203361887675,85.90802674270851,81.49638226943578,81.9887582309476
79.2308284747071,81.08081801059164,80.06271707149855,90.42597617608762
77.89089905763483,77.21633722014039,77.89076049171011,83.85249125579217
76.85381676698185,76.79541707214645,87.58877856248792,77.24371046874776
83.06933543782021,85.99709287598814,84.89468032430543,95.79569812875579
81.02213837074406,80.79620057874799,85.79773524461743,93.17542114676452
78.83596107252114,78.68362410728243,91.24287405129671,81.28974745030582
78.31734468812154,79.4797893674033,80.4045898765594,89.46858839807959
78.16037722177903,78.2527430216916,78.09521402990453,91.97341238788066
93.7342352397884,85.0675774186305,85.27206318146287,89.5988320145724
83.65479241644721,84.53839184392203,94.32825036248978,84.0952473842296
88.19779966143895,90.51826738556653,92.07246920031176,88.39867773012939
87.96079210122981,80.23704079967032,80.81028134773976,80.52400821631738
80.03792086748999,77.14379159187158,78.20950930467731,84.35509890741075
76.26090740647244,76.40688224628384,76.07082648927276,79.26582433269921
78.24091881142633,92.51164038882251,79.52607295785332,77.5385533718729
80.5534073427171,90.57943874533447,80.8386557718906,80.82937036296813
79.3315887325652,83.1526206298443,78.30584333565409,79.54640133105167
84.97433573520847,77.26835344100292,78.62361253312194,77.5228804163294
77.44530147533985,80.91730149530808,76.62443453535407,76.85437717495236
78.32611116428288,79.62433650274406,79.16775289478565,83.93029878659476
78.87747377331938,84.84427424747612,81.20190453017265,79.03481506447851
84.4817628906084,78.41573287981399,78.13391813519512,77.17797412640309
76.63951036214641,77.96244953356968,76.58678352684746,82.65892912677629
77.89781633965376,90.01143000172323,87.08001273034624,78.89153570994947
86.88338700052712,84.23272826355222,90.46333357873523,97.86754660456918
83.99378837882057,76.22409890423656,77.69837720192943,77.17184636101624
79.78205658552763,83.83669629826484,90.93335612662403,79.49123580633653
75.41596291625702,77.1610549499793,75.87991689941195,85.4101669890413
80.96069413371941,95.7472164052401,80.83285986845681,81.57252334992508
79.11203945924538,78.05421246842523,76.5092034063786,92.24643671278294
78.78314628546755,77.87385298966296,75.8109826015342,83.96396378162376
76.27776254339791,88.34338836096447,76.50654217289005,75.77264643973184
78.61093058786219,79.33414135755847,78.57328967323384,94.01874839484015
77.63477060662632,76.9242377302763,75.14683107731965,85.71561337692705
79.41439928560347,82.7961068856334,78.09677972018899,78.27498613967671
74.25559031895929,75.86460150207492,74.57266726891487,80.81371409869547
77.76049001863912,77.82465452320663,83.30847062286664,78.18272258250644
77.30210356520304,80.72888352384491,77.47482500342767,77.40999123484356
80.09537406225044,77.39395169592615,77.03228211284643,77.34906461604697
77.86907957659955,83.37414729107076,78.7161848411044,78.64784941251801
83.74292545923055,78.11076496695313,78.2228503997814,78.24717157508198
82.6717536306635,76.70025039767636,76.98123164263373,76.86807904802366
83.38806895568172,76.42338651490988,77.23844616723352,76.7179517227984
82.0201276413706,80.65664943520773,82.74134915878233,88.2534472119422
79.39672474681193,78.89023408378853,81.02417802643821,79.06172279486825
83.38284988958218,85.99953795547013,97.72082829764003,78.50610062083048
78.853483786137,81.66075635790867,79.52313920147014,79.290392279973
80.49928557327252,86.7647060209834,80.68148699375732,80.66217724811592
80.2587587549729,80.2755548481539,80.16839964887903,86.32581230608241
79.32198720606931,77.8674408822745,87.90368335490838,78.58018177070373
87.11898017018093,96.42153571158818,89.66427292290483,85.33722818108618
79.3720093153275,78.62914086979427,79.15963811369092,86.90876990642411
84.00974810829753,78.98346192286151,77.66663777421934,78.72968806232872
80.75484611986624,79.4274841380887,80.77027042542947,94.5414066804804
79.148380547069,77.909137271065,78.06291648537783,87.81662210120002
77.83169267954362,83.02865485606324,77.8807258303701,77.7213771611996
86.51298646090538,77.70558438241109,76.66403101715848,78.82490484262243
76.19461579625133,75.37976615791493,78.26468583122326,75.70610252492818
76.5853895643554,84.90082558317536,76.75287552973509,76.0690838152967
80.27224273152419,80.20328132430683,80.27848986969404,86.44624887403955
78.67749455653987,76.30448783796577,77.9263496886341,80.06295032680879
80.42116891068365,76.05516537418711,76.46802878022301,76.39841147458128
77.05426356662392,77.0679944938788,78.29075124209747,76.32497690712776
76.48977301599763,84.78719255107269,78.25455658261266,80.1559244621334
89.62051956272043,79.32542395481201,81.11965703945855,79.45659441240007
77.5223490504006,77.87056405047451,78.21703920652305,84.2666255888187
76.5061196817998,77.21371881086091,76.73448010344677,81.47202321607591
78.718027683772,78.85931595294657,78.33894021179317,90.88219114634137
78.94372847037344,80.87957654673548,78.44236497461144,85.90624855646236
77.41864742138176,77.84358207954864,78.72443797859724,88.81671192653369
78.30490880201114,79.1041624434464,78.81307219904397,82.76276272651937
77.88663061533282,85.60691885246065,77.82526028988671,78.22675850494585
81.23099611315507,77.70403119995166,86.01025475573384,81.32782627144644
90.64706819907722,75.93037282785747,77.1693439527335,77.61859132389318
82.76196133052768,79.76606611146791,87.7454605645539,94.45625008915299
88.4881605264789,80.52442537506298,80.70021733485136,78.46487903865352
84.87395054036777,79.25383399057985,79.07448562501583,79.01093909870713
81.09956900180725,86.83222556477037,78.87507505843139,78.31912253856133
76.85744890632716,82.0010891527331,84.69227169505206,76.62210743907404
